hx0,hy0,hx1,hy1
14340.581573,-26341.357391,-2732.977081,3048.544952
14362.127960,-26524.262482,-2734.967590,3070.864777
14383.366089,-26708.285828,-2736.899902,3093.313843
14404.292084,-26893.433868,-2738.773224,3115.892700
14424.901215,-27079.712036,-2740.587341,3138.601868
14445.188202,-27267.126831,-2742.341705,3161.441833
14465.149170,-27455.684204,-2744.035797,3184.414001
14484.779144,-27645.390350,-2745.668610,3207.518250
14504.073242,-27836.251556,-2747.240143,3230.755615
14523.027374,-28028.274261,-2748.749542,3254.126373
14541.636292,-28221.464386,-2750.196198,3277.631287
14559.894867,-28415.828430,-2751.579865,3301.271210
14577.798523,-28611.372559,-2752.899750,3325.046631
14595.342316,-28808.103302,-2754.155792,3348.957550
14612.521515,-29006.026825,-2755.346649,3373.005371
14629.330414,-29205.149689,-2756.472382,3397.190308
14645.764709,-29405.478302,-2757.532227,3421.513000
14661.818359,-29607.019562,-2758.525024,3445.974152
14677.486908,-29809.779602,-2759.451141,3470.574707
14692.764923,-30013.765045,-2760.309418,3495.314819
14707.647034,-30218.982391,-2761.099304,3520.195465
14722.127899,-30425.438019,-2761.820465,3545.217590
14736.202118,-30633.138611,-2762.472321,3570.381531
14749.864502,-30842.091675,-2763.053772,3595.687653
14763.109192,-31052.303192,-2763.564850,3621.136841
14775.931061,-31263.779572,-2764.004272,3646.730347
14788.324310,-31476.528046,-2764.371979,3672.468262
14800.283539,-31690.555420,-2764.666931,3698.350952
14811.802917,-31905.868317,-2764.888763,3724.379883
14822.876495,-32122.474060,-2765.036621,3750.554962
14833.499054,-32340.379089,-2765.110077,3776.877472
14843.663849,-32559.590271,-2765.108276,3803.348175
14853.365479,-32780.114746,-2765.031097,3829.967438
14862.598450,-33001.959656,-2764.877197,3856.735870
14871.356415,-33225.131744,-2764.645905,3883.654327
14879.632965,-33449.638336,-2764.337128,3910.723389
14887.422302,-33675.486511,-2763.949982,3937.944092
14894.718323,-33902.683105,-2763.483215,3965.316956
14901.514526,-34131.235748,-2762.936462,3992.842896
14907.804871,-34361.151367,-2762.309509,4020.522614
14913.582458,-34592.437195,-2761.601593,4048.356567
14918.841675,-34825.100464,-2760.811462,4076.345642
14923.575470,-35059.148590,-2759.938446,4104.490570
14927.777283,-35294.588837,-2758.982269,4132.792023
14931.441132,-35531.428650,-2757.941742,4161.250854
14934.559570,-35769.675201,-2756.816895,4189.867981
14937.126404,-36009.336304,-2755.605896,4218.644135
14939.134918,-36250.419128,-2754.308624,4247.579773
14940.577759,-36492.931427,-2752.924500,4276.675903
14941.448853,-36736.880676,-2751.452118,4305.933075
14941.740509,-36982.274567,-2749.891296,4335.351898
14941.445984,-37229.120270,-2748.240997,4364.933990
14940.557739,-37477.425934,-2746.501038,4394.679260
14939.069275,-37727.198914,-2744.669708,4424.589081
14936.972961,-37978.447296,-2742.746765,4454.663757
14934.261932,-38231.178925,-2740.731232,4484.904602
14930.928650,-38485.401306,-2738.622040,4515.312103
14926.965057,-38741.122131,-2736.419067,4545.887146
14922.364441,-38998.349670,-2734.121094,4576.630493
14917.118896,-39257.091705,-2731.727356,4607.543030
14911.220734,-39517.355835,-2729.237152,4638.625641
14904.662842,-39779.150360,-2726.648956,4669.879120
14897.436615,-40042.483490,-2723.963013,4701.304291
14889.534637,-40307.363403,-2721.177551,4732.901703
14880.948944,-40573.797577,-2718.292053,4764.672729
14871.671600,-40841.794617,-2715.305786,4796.618073
14861.694733,-41111.362457,-2712.217377,4828.738403
14851.009857,-41382.509857,-2709.026184,4861.034302
14839.608826,-41655.244537,-2705.731537,4893.507477
14827.482849,-41929.575256,-2702.332703,4926.157959
14814.624146,-42205.509979,-2698.828644,4958.986877
14801.024414,-42483.057068,-2695.217896,4991.995239
14786.674896,-42762.224976,-2691.499939,5025.183990
14771.567017,-43043.022522,-2687.673706,5058.553589
14755.692017,-43325.457764,-2683.738312,5092.105072
14739.041138,-43609.539337,-2679.693237,5125.839874
14721.605682,-43895.275909,-2675.536682,5159.758331
14703.377014,-44182.676178,-2671.268158,5193.861511
14684.345428,-44471.748322,-2666.886902,5228.150879
14664.502136,-44762.501953,-2662.391449,5262.626312
14643.838318,-45054.945374,-2657.780914,5297.289551
14622.344238,-45349.087372,-2653.054474,5332.140961
14600.010956,-45644.936584,-2648.211029,5367.181885
14576.828613,-45942.501984,-2643.249390,5402.413086
14552.787628,-46241.792511,-2638.169189,5437.835480
14527.879272,-46542.817261,-2632.968323,5473.450256
14502.092987,-46845.585022,-2627.646545,5509.258209
14475.419464,-47150.104950,-2622.202393,5545.260559
14447.848694,-47456.386078,-2616.635223,5581.457794
14419.370392,-47764.437836,-2610.943787,5617.851013
14389.975311,-48074.268799,-2605.126404,5654.441467
14359.652863,-48385.888947,-2599.182312,5691.229523
14328.392578,-48699.307129,-2593.110779,5728.216675
14296.184143,-49014.532593,-2586.910522,5765.404022
14263.017365,-49331.574768,-2580.580505,5802.792175
14228.882050,-49650.442780,-2574.119110,5840.382507
14193.766998,-49971.146088,-2567.525726,5878.176025
14157.661804,-50293.694702,-2560.798706,5916.173431
14120.555603,-50618.097870,-2553.937317,5954.375824
14082.437561,-50944.365143,-2546.939758,5992.784058
14043.296692,-51272.506042,-2539.805023,6031.399597
14003.121399,-51602.530029,-2532.532776,6070.223206
13961.901459,-51934.447113,-2525.120758,6109.256042
13919.624847,-52268.266541,-2517.568054,6148.499542
13876.279938,-52603.998993,-2509.873871,6187.953796
13831.855652,-52941.653748,-2502.036621,6227.620514
13786.340179,-53281.240723,-2494.054810,6267.500732
13739.721649,-53622.769775,-2485.927582,6307.595764
13691.988464,-53966.251038,-2477.653137,6347.906219
13643.128571,-54311.694611,-2469.230530,6388.433502
13593.130219,-54659.110535,-2460.658325,6429.178528
13541.980682,-55008.509003,-2451.935455,6470.142303
13489.668121,-55359.899902,-2443.060150,6511.326355
13436.180328,-55713.293793,-2434.031128,6552.731079
13381.503967,-56068.700317,-2424.847473,6594.358093
13325.626770,-56426.130463,-2415.507538,6636.208282
13268.535980,-56785.594208,-2406.009430,6678.283295
13210.218994,-57147.101990,-2396.352386,6720.583893
13150.662659,-57510.664368,-2386.535187,6763.111237
13089.853760,-57876.291656,-2376.555786,6805.866638
13027.779144,-58243.994690,-2366.413269,6848.850647
12964.425415,-58613.783752,-2356.105865,6892.065308
12899.779266,-58985.670013,-2345.631714,6935.510925
12833.826813,-59359.663879,-2334.990295,6979.189178
12766.554840,-59735.775635,-2324.179413,7023.101593
12697.949005,-60114.016998,-2313.197540,7067.248535
12627.995544,-60494.398102,-2302.043365,7111.631714
12556.680328,-60876.929810,-2290.715485,7156.252319
12483.988892,-61261.623535,-2279.212219,7201.111511
12409.907379,-61648.490540,-2267.531708,7246.209991
12334.420654,-62037.541321,-2255.672791,7291.549500
12257.514465,-62428.787323,-2243.634064,7337.131378
12179.173645,-62822.239105,-2231.413330,7382.956482
12099.383728,-63217.908447,-2219.009247,7429.026520
12018.129578,-63615.806183,-2206.420074,7475.342560
11935.396179,-64015.943848,-2193.644012,7521.905579
11851.167664,-64418.333252,-2180.679901,7568.716919
11765.428864,-64822.985077,-2167.525665,7615.778107
11678.163940,-65229.911133,-2154.179565,7663.090424
11589.357422,-65639.122894,-2140.639771,7710.654938
11498.993011,-66050.632263,-2126.904694,7758.472778
11407.055420,-66464.450195,-2112.972809,7806.545624
11313.527679,-66880.588898,-2098.842072,7854.874573
11218.393890,-67299.059998,-2084.510742,7903.460632
11121.637054,-67719.875092,-2069.976959,7952.305756
11023.240875,-68143.046783,-2055.238953,8001.410706
10923.187927,-68568.586151,-2040.294891,8050.777039
10821.462128,-68996.505310,-2025.142670,8100.406464
10718.045624,-69426.816132,-2009.780945,8150.300110
10612.921417,-69859.531250,-1994.207123,8200.459167
10506.071564,-70294.662537,-1978.420074,8250.884888
10397.478485,-70732.222137,-1962.417572,8301.578796
10287.125214,-71172.222443,-1946.197235,8352.542114
10174.993286,-71614.675385,-1929.757477,8403.776245
10061.064453,-72059.593719,-1913.096344,8455.283020
9945.320465,-72506.989594,-1896.211548,8507.063232
9827.743011,-72956.875671,-1879.101166,8559.118622
9708.312805,-73409.263611,-1861.763336,8611.450897
9587.011261,-73864.166962,-1844.195862,8664.060852
9463.819489,-74321.598145,-1826.396515,8716.950378
9338.718628,-74781.569519,-1808.363037,8770.121277
9211.688660,-75244.094849,-1790.093536,8823.573486
9082.710632,-75709.186279,-1771.586334,8877.309753
8951.764282,-76176.856415,-1752.838593,8931.331207
8818.830017,-76647.118561,-1733.848328,8985.639191
8683.887451,-77119.985504,-1714.613251,9040.235504
8546.916412,-77595.469818,-1695.131073,9095.121460
8407.895996,-78073.585571,-1675.399872,9150.298248
8266.805634,-78554.345917,-1655.417267,9205.767548
8123.624939,-79037.763428,-1635.180328,9261.530792
7978.332428,-79523.851562,-1614.687195,9317.589661
7830.906586,-80012.623962,-1593.935699,9373.945679
7681.325867,-80504.094025,-1572.923431,9430.600525
7529.568970,-80998.274811,-1551.647614,9487.555298
7375.613556,-81495.180359,-1530.106018,9544.811981
7219.437408,-81994.823761,-1508.296570,9602.371857
7061.018402,-82497.218536,-1486.216156,9660.236572
6900.334076,-83002.379547,-1463.862518,9718.407532
6737.361176,-83510.319458,-1441.233185,9776.886658
6572.077301,-84021.052551,-1418.325317,9835.675232
6404.458801,-84534.592651,-1395.137085,9894.775299
6234.482117,-85050.954132,-1371.665619,9954.187592
6062.123810,-85570.150208,-1347.907837,10013.914520
5887.359894,-86092.195526,-1323.861359,10073.957703
5710.165924,-86617.103943,-1299.523376,10134.318542
5530.517883,-87144.889954,-1274.891296,10194.998322
5348.391144,-87675.567932,-1249.962250,10255.998962
5163.760315,-88209.152435,-1224.733490,10317.321838
4976.600769,-88745.657074,-1199.202423,10378.969086
4786.886627,-89285.097076,-1173.366272,10440.942078
4594.592468,-89827.486572,-1147.222321,10503.242310
4399.692688,-90372.840240,-1120.767365,10565.872223
4202.160980,-90921.173004,-1093.998535,10628.832794
4001.970795,-91472.499298,-1066.912750,10692.126343
3799.096039,-92026.834381,-1039.507141,10755.753876
3593.509399,-92584.192413,-1011.778778,10819.717743
3385.183319,-93144.589005,-983.725006,10884.019485
3174.091034,-93708.038910,-955.342133,10948.660538
2960.204651,-94274.557327,-926.627533,11013.642914
2743.495819,-94844.159470,-897.578033,11078.968155
2523.936768,-95416.860306,-868.190094,11144.638123
2301.498535,-95992.675323,-838.461060,11210.654602
2076.152771,-96571.619659,-808.386902,11277.019318
1847.869690,-97153.708878,-777.965515,11343.734314
1616.620483,-97738.958252,-747.192749,11410.801224
1382.375305,-98327.383667,-716.065491,11478.221786
1145.103790,-98919.000504,-684.580627,11545.998001
904.776031,-99513.824600,-652.734070,11614.131454
661.361237,-100111.871735,-620.523224,11682.624023
414.828461,-100713.157516,-587.944427,11751.477676
165.146179,-101317.698029,-554.994202,11820.694275
-87.716217,-101925.509079,-521.668457,11890.275726
-343.791138,-102536.606766,-487.964142,11960.223984
-603.111603,-103151.007294,-453.877899,12030.540588
-865.709351,-103768.726898,-419.405396,12101.227646
-1131.616943,-104389.781906,-384.543304,12172.286728
-1400.868073,-105014.188461,-349.288330,12243.720078
-1673.495728,-105641.962921,-313.635712,12315.529709
-1949.534363,-106273.121704,-277.582733,12387.717270
-2229.017883,-106907.681519,-241.124817,12460.284988
-2511.981323,-107545.658722,-204.258270,12533.234604
-2798.459106,-108187.070312,-166.979218,12606.567841
-3088.486511,-108831.932861,-129.283936,12680.287140
-3382.099426,-109480.263107,-91.167999,12754.394241
-3679.333923,-110132.078033,-52.627625,12828.891296
-3980.225891,-110787.394699,-13.658478,12903.780045
-4284.812897,-111446.230042,25.743103,12979.062408
-4593.131500,-112108.601089,65.581696,13054.740952
-4905.219238,-112774.525024,105.861847,13130.817245
-5221.114349,-113444.019348,146.587372,13207.293335
-5540.854980,-114117.100983,187.762329,13284.171432
-5864.479889,-114793.787781,229.391724,13361.453400
-6192.028229,-115474.097061,271.479553,13439.141296
-6523.539551,-116158.046219,314.030334,13517.237228
-6859.053833,-116845.652817,357.048553,13595.743484
-7198.611389,-117536.934830,400.538544,13674.661865
-7542.253235,-118231.909866,444.505463,13753.994553
-7890.020081,-118930.595612,488.953583,13833.743942
-8241.954132,-119633.010345,533.887756,13913.911835
-8598.097595,-120339.171768,579.312683,13994.500504
-8958.492889,-121049.097839,625.232910,14075.512131
-9323.182648,-121762.806961,671.653687,14156.948624
-9692.210754,-122480.317169,718.579651,14238.812332
-10065.621277,-123201.646881,766.015808,14321.105331
-10443.458252,-123926.814316,813.967224,14403.829590
-10825.766998,-124655.837936,862.439423,14486.987579
-11212.592560,-125388.736221,911.437408,14570.581558
-11603.980927,-126125.527603,960.965942,14654.613541
-11999.978455,-126866.230942,1011.030396,14739.085861
-12400.632263,-127610.864822,1061.636139,14824.000839
-12805.989594,-128359.448135,1112.788086,14909.360550
-13216.098267,-129111.999649,1164.492645,14995.167145
-13631.006592,-129868.538345,1216.754761,15081.423203
-14050.763702,-130629.083252,1269.579926,15168.130707
-14475.419495,-131393.653564,1322.973969,15255.291763
-14905.023346,-132162.268127,1376.942505,15342.909180
-15339.625763,-132934.946198,1431.491150,15430.984924
-15779.278625,-133711.707336,1486.625427,15519.521347
-16224.033142,-134492.570755,1542.351807,15608.520645
-16673.941559,-135277.556015,1598.676361,15697.985245
-17129.057404,-136066.682373,1655.604309,15787.917557
-17589.433899,-136859.969635,1713.142151,15878.319687
-18055.124878,-137657.437286,1771.295959,15969.194351
-18526.185059,-138459.105286,1830.071899,16060.543625
-19002.669830,-139264.993103,1889.476776,16152.369934
-19484.635132,-140075.120956,1949.516174,16244.675674
-19972.137207,-140889.508606,2010.196930,16337.463364
-20465.233551,-141708.176239,2071.525452,16430.735184
-20963.982269,-142531.143738,2133.508331,16524.493668
-21468.441193,-143358.431076,2196.152527,16618.741333
-21978.670013,-144190.058762,2259.464386,16713.480362
-22494.728302,-145026.047012,2323.451080,16808.713104
-23016.676147,-145866.416138,2388.119507,16904.442307
-23544.575745,-146711.186752,2453.476135,17000.670288
-24078.488495,-147560.378952,2519.528595,17097.399536
-24618.476685,-148414.013382,2586.284149,17194.632690
-25164.604645,-149272.111084,2653.749146,17292.371841
-25716.935913,-150134.692215,2721.931335,17390.620087
-26275.535522,-151001.777832,2790.838379,17489.379227
-26840.468933,-151873.388412,2860.477570,17588.652176
-27411.802917,-152749.545181,2930.856354,17688.441315
-27989.604126,-153630.268845,3001.982635,17788.749252
-28573.940643,-154515.580505,3073.863861,17889.578552
-29164.881439,-155405.501358,3146.508209,17990.931656
-29762.495789,-156300.052383,3219.923706,18092.811005
-30366.854187,-157199.254623,3294.118134,18195.219498
-30978.027863,-158103.129349,3369.099823,18298.159500
-31596.088806,-159011.697906,3444.877380,18401.633606
-32221.110199,-159924.981567,3521.458496,18505.644333
-32853.166168,-160843.001816,3598.851685,18610.194397
-33492.330933,-161765.780014,3677.065796,18715.286453
-34138.680481,-162693.337860,3756.109253,18820.922867
-34792.291229,-163625.696762,3835.990997,18927.106400
-35453.240021,-164562.878494,3916.719940,19033.839554
-36121.605896,-165504.904556,3998.304718,19141.124847
-36797.468689,-166451.796524,4080.754578,19248.965240
-37480.907867,-167403.576401,4164.078918,19357.363342
-38172.005219,-168360.265854,4248.287109,19466.321777
-38870.842865,-169321.886551,4333.388428,19575.843307
-39577.504639,-170288.460617,4419.392212,19685.930145
-40292.074280,-171260.009964,4506.308807,19796.585358
-41014.637543,-172236.556381,4594.147369,19907.811539
-41745.281128,-173218.122131,4682.918121,20019.611145
-42484.092438,-174204.728928,4772.631256,20131.987152
-43231.160492,-175196.399109,4863.296570,20244.942154
-43986.574799,-176193.154388,4954.924530,20358.479004
-44750.426300,-177195.017578,5047.525848,20472.600006
-45522.807709,-178202.010254,5141.110443,20587.308121
-46303.811432,-179214.154663,5235.690033,20702.606155
-47093.532562,-180231.473022,5331.274384,20818.496689
-47892.066376,-181253.987671,5427.875488,20934.982498
-48699.510376,-182281.720734,5525.504028,21052.066238
-49515.962128,-183314.694595,5624.171234,21169.750504
-50341.521515,-184352.931107,5723.888977,21288.038589
-51176.289337,-185396.453064,5824.668213,21406.932602
-52020.367523,-186445.282318,5926.521362,21526.435776
-52873.859436,-187499.441467,6029.459564,21646.550354
-53736.869843,-188558.952621,6133.495361,21767.279282
-54609.504974,-189623.838028,6238.640594,21888.625427
-55491.872498,-190694.119949,6344.908264,22010.591385
-56384.081146,-191769.820770,6452.310547,22133.179932
-57286.241302,-192850.962616,6560.860229,22256.393921
-58198.465179,-193937.567581,6670.570374,22380.235992
-59120.865753,-195029.658188,6781.453491,22504.708832
-60053.557800,-196127.256546,6893.523407,22629.815247
-60996.658478,-197230.384384,7006.793518,22755.557999
-61950.285614,-198339.064209,7121.277069,22881.939926
-62914.558777,-199453.318085,7236.988434,23008.963531
-63889.599670,-200573.167908,7353.940521,23136.631668
-64875.530640,-201698.635666,7472.148468,23264.946991
-65872.476898,-202829.743423,7591.626404,23393.912338
-66880.564178,-203966.512863,7712.389221,23523.530411
-67899.921173,-205108.966141,7834.451508,23653.803802
-68930.677979,-206257.124344,7957.828003,23784.735413
-69972.965790,-207411.009644,8082.533966,23916.327927
-71026.918610,-208570.643646,8208.585327,24048.583740
-72092.671448,-209736.047653,8335.997467,24181.505890
-73170.362183,-210907.242981,8464.785858,24315.096954
-74260.129517,-212084.251190,8594.967285,24449.359512
-75362.115967,-213267.093292,8726.556976,24584.296249
-76476.464111,-214455.790482,8859.572754,24719.910187
-77603.318970,-215650.363708,8994.030640,24856.203278
-78742.828674,-216850.833755,9129.948517,24993.178543
-79895.142944,-218057.221344,9267.342773,25130.838516
-81060.413361,-219269.546967,9406.231293,25269.185654
-82238.793793,-220487.831100,9546.632202,25408.222778
-83430.441162,-221712.094009,9688.563202,25547.952271
-84635.513428,-222942.355515,9832.042603,25688.376953
-85854.171783,-224178.635727,9977.089508,25829.499069
-87086.579468,-225420.954269,10123.721985,25971.321228
-88332.902618,-226669.330444,10271.959991,26113.845886
-89593.309296,-227923.783829,10421.822693,26257.075424
-90867.969818,-229184.333527,10573.330261,26401.012360
-92157.058044,-230450.997894,10726.502350,26545.659195
-93460.749481,-231723.795364,10881.359436,26691.018524
-94779.224152,-233002.744797,11037.921783,26837.092361
-96112.662201,-234287.864166,11196.211121,26983.882904
-97461.248169,-235579.170944,11356.248627,27131.392731
-98825.169067,-236876.682739,11518.055756,27279.624069
-100204.614960,-238180.416672,11681.654724,27428.579132
-101599.778595,-239490.389557,11847.067688,27578.260101
-103010.856079,-240806.617767,12014.317657,27728.669128
-104438.046661,-242129.117172,12183.427368,27879.808487
-105881.552338,-243457.904007,12354.420624,28031.680069
-107341.578125,-244792.993378,12527.320770,28184.285873
-108818.332794,-246134.400391,12702.152557,28337.627853
-110312.028687,-247482.139252,12878.940155,28491.708435
-111822.880280,-248836.224045,13057.708862,28646.528931
-113351.107391,-250196.668274,13238.483551,28802.091476
-114896.932465,-251563.485275,13421.290375,28958.397903
-116460.580963,-252936.687363,13606.155548,29115.449783
-118042.282776,-254316.286896,13793.106140,29273.248901
-119642.271515,-255702.295120,13982.168732,29431.796860
-121260.784576,-257094.723007,14173.371063,29591.095398
-122898.063721,-258493.581085,14366.741150,29751.145721
-124554.353546,-259898.878769,14562.307526,29911.949173
-126229.904053,-261310.625198,14760.099182,30073.507278
-127924.968903,-262728.828613,14960.145416,30235.821320
-129639.806244,-264153.496674,15162.475952,30398.892593
-131374.678070,-265584.636444,15367.122009,30562.722015
-133129.851776,-267022.253738,15574.114136,30727.310699
-134905.598846,-268466.354248,15783.484192,30892.659576
-136702.195251,-269916.942215,15995.263885,31058.769440
-138519.922302,-271374.021362,16209.486206,31225.641006
-140359.065582,-272837.594254,16426.183868,31393.274994
-142219.916016,-274307.662720,16645.391571,31561.671692
-144102.770203,-275784.227524,16867.143127,31730.831696
-146007.928650,-277267.288376,17091.473755,31900.755173
-147935.698975,-278756.843735,17318.418976,32071.442612
-149886.393127,-280252.891144,17548.015289,32242.893967
-151860.329041,-281755.427231,17780.299530,32415.109100
-153857.829926,-283264.447250,18015.309601,32588.087631
-155879.226074,-284779.945068,18253.083588,32761.829315
-157924.852722,-286301.913010,18493.660095,32936.333954
-159995.051819,-287830.342590,18737.079559,33111.600494
-162090.171570,-289365.223358,18983.382477,33287.628281
-164210.566071,-290906.543915,19232.610168,33464.416260
-166356.597015,-292454.291046,19484.804321,33641.963303
-168528.632385,-294008.450058,19740.007538,33820.268082
-170727.047394,-295569.004486,19998.264160,33999.329086
-172952.223846,-297135.935883,20259.618469,34179.144623
-175204.551941,-298709.224396,20524.115601,34359.712585
-177484.428284,-300288.848221,20791.802124,34541.031158
-179792.257629,-301874.783386,21062.725006,34723.097702
-182128.453033,-303467.004150,21336.931885,34905.909653
-184493.434906,-305065.482620,21614.472290,35089.464264
-186887.632294,-306670.188599,21895.395966,35273.758362
-189311.483002,-308281.089218,22179.754211,35458.788620
-191765.432953,-309898.149994,22467.598907,35644.551437
-194249.938202,-311521.333374,22758.982758,35831.042709
-196765.462982,-313150.599442,23053.960175,36018.258469
-199312.480896,-314785.905426,23352.586426,36206.194122
-201891.476044,-316427.205826,23654.917297,36394.844803
-204502.941467,-318074.451965,23961.011108,36584.205460
-207147.381470,-319727.592590,24270.926361,36774.270309
-209825.310364,-321386.573044,24584.722900,36965.033600
-212537.253296,-323051.335098,24902.461884,37156.488968
-215283.746033,-324721.817413,25224.205963,37348.629852
-218065.336487,-326397.954544,25550.019043,37541.449188
-220882.584137,-328079.677734,25879.966125,37734.939331
-223736.060364,-329766.914124,26214.113495,37929.092529
-226626.348816,-331459.586823,26552.530212,38123.900055
-229554.045349,-333157.614548,26895.284729,38319.353287
-232519.760101,-334860.911819,27242.448914,38515.442627
-235524.116028,-336569.388214,27594.095215,38712.157883
-238567.749878,-338282.948547,27950.297760,38909.488861
-241651.312317,-340001.492599,28311.132568,39107.424179
-244775.469208,-341724.914734,28676.677460,39305.952438
-247940.901276,-343453.103973,29047.012085,39505.060883
-251148.305542,-345185.943848,29422.216980,39704.736603
-254398.393738,-346923.311142,29802.375488,39904.966141
-257691.894623,-348665.076859,30187.572693,40105.734940
-261029.553650,-350411.105530,30577.895966,40307.027771
-264412.134888,-352161.254501,30973.433716,40508.828552
-267840.418762,-353915.374054,31374.277924,40711.120605
-271315.205872,-355673.306732,31780.521240,40913.886154
-274837.315125,-357434.888016,32192.259430,41117.106888
-278407.584656,-359199.944717,32609.590759,41320.763016
-282026.874237,-360968.294739,33032.615265,41524.834152
-285696.063782,-362739.747726,33461.435852,41729.298721
-289416.055359,-364514.103485,33896.157562,41934.134216
-293187.772797,-366291.152206,34336.888885,42139.316711
-297012.163666,-368070.673813,34783.739441,42344.821487
-300890.198853,-369852.437286,35236.823669,42550.622269
-304822.874268,-371636.200653,35696.257202,42756.691772
-308811.211304,-373421.710220,36162.160095,42963.000824
-312856.258118,-375208.699463,36634.654114,43169.519440
-316959.089050,-376996.889481,37113.863953,43376.215866
-321120.806458,-378785.987305,37599.919495,43583.056854
-325342.542786,-380575.686234,38092.952759,43790.007278
-329625.459961,-382365.664093,38593.099731,43997.030548
-333970.750366,-384155.583649,39100.500061,44204.088181
-338379.640198,-385945.090988,39615.295959,44411.139938
-342853.387390,-387733.815384,40137.634216,44618.143082
-347393.283752,-389521.367050,40667.666992,44825.053467
-352000.659729,-391307.338074,41205.548523,45031.824310
-356676.879272,-393091.300201,41751.439758,45238.406708
-361423.348267,-394872.804398,42305.503113,45444.749268
-366241.508606,-396651.379303,42867.908936,45650.797852
-371132.844788,-398426.530716,43438.829712,45856.495956
-376098.884827,-400197.739548,44018.444702,46061.784180
-381141.200195,-401964.461243,44606.935974,46266.600403
-386261.407654,-403726.124481,45204.495056,46470.878632
-391461.173462,-405482.129425,45811.314087,46674.550140
-396742.210083,-407231.846115,46427.595825,46877.542419
-402106.285095,-408974.612808,47053.544983,47079.779877
-407555.217957,-410709.734711,47689.373657,47281.182190
-413090.881775,-412436.481598,48335.302917,47481.665649
-418715.209412,-414154.086639,48991.557678,47681.142014
-424430.192200,-415861.743423,49658.371460,47879.518539
-430237.885193,-417558.604370,50335.984192,48076.697678
-436140.406921,-419243.778290,51024.643372,48272.576874
-442139.943542,-420916.327789,51724.604858,48467.048111
-448238.751465,-422575.266541,52436.132385,48659.997818
-454439.159485,-424219.556900,53159.498901,48851.306290
-460743.574036,-425848.106567,53894.985291,49040.847351
-467154.479065,-427459.765305,54642.881836,49228.488831
-473674.441833,-429053.321518,55403.489563,49414.090668
-480306.116272,-430627.498734,56177.118530,49597.505722
-487052.244263,-432180.951935,56964.089966,49778.578598
-493915.662842,-433712.262833,57764.735291,49957.145676
-500899.307068,-435219.935638,58579.397644,50133.033859
-508006.210999,-436702.392258,59408.432983,50306.061325
-515239.519104,-438157.967224,60252.208862,50476.035187
-522602.485107,-439584.902039,61111.105957,50642.752426
-530098.479370,-440981.339081,61985.518982,50805.998169
-537730.993530,-442345.315735,62875.856201,50965.545273
-545503.645630,-443674.757385,63782.541260,51121.153885
-553420.189697,-444967.469116,64706.013245,51272.570206
-561484.516785,-446221.129456,65646.727051,51419.525497
-569700.662109,-447433.280655,66605.155884,51561.735092
-578072.815674,-448601.319839,67581.789246,51698.897903
-586605.325684,-449722.488983,68577.137268,51830.694260
-595302.708191,-450793.864349,69591.728149,51956.785614
-604169.655090,-451812.344467,70626.111267,52076.812683
-613211.041992,-452774.638306,71680.856323,52190.394104
-622431.936157,-453677.251068,72756.558533,52297.124870
-631837.608582,-454516.469948,73853.834229,52396.574539
-641433.543152,-455288.347748,74973.325134,52488.285576
-651225.444763,-455988.686089,76115.700439,52571.771019
-661219.254028,-456613.016121,77281.654419,52646.512756
-671421.156372,-457156.578506,78471.912231,52711.958488
-681837.595764,-457614.300972,79687.228943,52767.519913
-692475.287720,-457980.773987,80928.390320,52812.569275
-703341.232422,-458250.224548,82196.216858,52846.436630
-714442.730713,-458416.487160,83491.564087,52868.406387
-725787.397034,-458472.972328,84815.323486,52877.713577
-737383.178345,-458412.632248,86168.427429,52873.539688
-749238.369446,-458227.922615,87551.846313,52855.009064
-761361.632019,-457910.761581,88966.594910,52821.182968
-773762.012268,-457452.484215,90413.733765,52771.054939
-786448.960388,-456843.792290,91894.370850,52703.544853
-799432.352539,-456074.699409,93409.663757,52617.492653
-812722.510681,-455134.470596,94960.822876,52511.650879
-826330.228516,-454011.554970,96549.112732,52384.677361
-840266.788269,-452693.512505,98175.856201,52235.126320
-854543.991211,-451166.932022,99842.437012,52061.438950
-869174.180176,-449417.340996,101550.302612,51861.932930
-884170.260803,-447429.105209,103300.967896,51634.790688
-899545.733948,-445185.317535,105096.015076,51378.046631
-915314.716858,-442667.674171,106937.101685,51089.572563
-931491.968567,-439856.337128,108825.958435,50767.061424
-948092.916931,-436729.780403,110764.396606,50408.009926
-965133.679810,-433264.618889,112754.308350,50009.698357
-982631.088806,-429435.416595,114797.669678,49569.167900
-1000602.705811,-425214.471931,116896.542664,49083.196396
-1019066.837097,-420571.577179,119053.078674,48548.269875
-1038042.544983,-415473.748802,121269.517639,47960.550751
-1057549.646484,-409884.923195,123548.189575,47315.843239
-1077608.706055,-403765.614944,125891.512573,46609.552895
-1098241.014526,-397072.531128,128301.991455,45836.642036
-1119468.549744,-389758.136238,130782.214478,44991.578888
-1141313.916687,-381770.159973,133334.844177,44068.280434
-1163800.260742,-373051.040489,135962.609192,43060.047333
-1186951.144470,-363537.293678,138668.290833,41959.490631
-1210790.378113,-353158.797867,141454.702393,40758.448471
-1235341.797852,-341837.982880,144324.664307,39447.890999
-1260628.962219,-329488.908432,147280.969116,38017.813721
-1286674.764038,-316016.218483,150326.338379,36457.115479
