earthx,earthy,probeX0,probeY0,probeX1,probeY1,probeX2,probeY2,probeX3,probeY3,probeX4,probeY4,probeX5,probeY5,probeX6,probeY6,probeX7,probeY7,probeX8,probeY8
114506305.077569,5851789552.71426,-1906294809.45613,5430865873.44214,-1404383973.41917,5411815364.8038,-901020221.193979,5393994171.32808,-1886572999.23429,5930057217.93462,-1384336228.46212,5910464626.5417,-879299810.759004,5890835266.75931,-1867189041.95955,6429252963.6446,-1365292218.69104,6409126979.18981,-861975117.692409,6387733943.17912
116260938.143484,5896436640.52738,-1904708421.71552,5476123045.15481,-1402768231.20212,5456930862.08498,-899352626.429227,5438986725.14148,-1884834927.78105,5975301987.3511,-1382563858.85634,5955559382.56201,-877450027.106026,5935779154.13266,-1865304460.83954,6474485432.19841,-1363378606.1712,6454201296.0581,-860010731.199234,6432630499.70924
118028907.487633,5941083202.279,-1903108840.20512,5521379790.27808,-1401139070.27019,5502045986.56328,-897671210.798082,5483979100.134,-1883083646.6276,6020546235.71282,-1380778018.15937,6000653607.20292,-875586176.653099,5980722486.48382,-1863406693.32249,6519717286.77574,-1361451587.23079,6499274927.58362,-858032552.679039,6477526145.67055
119810212.952329,5985729233.98589,-1901496065.0681,5566636104.86792,-1399496490.7371,5547160734.22564,-895975974.266748,5528971292.19632,-1881319155.946,6065789959.0753,-1378978706.5304,6045747296.44092,-873708259.398922,6025665259.60138,-1861495739.60681,6564948523.44323,-1359511162.07568,6544347869.76738,-856040582.317924,6522420876.9141
121604854.378694,6030374731.66488,-1899870096.44896,5611891984.98033,-1397840492.71781,5592275101.05904,-894266916.801976,5573963297.2192,-1879541455.90963,6111033153.49414,-1377165924.12981,6090840446.25257,-871816275.342136,6070607469.27374,-1859571599.89216,6610179138.26758,-1357557330.91295,6589420118.61049,-854034820.30256,6567314689.29075
123412831.606661,6075019691.33283,-1898230934.4935,5657147426.67133,-1396171076.32847,5637389083.05044,-892544038.371056,5618955111.09351,-1877750546.69316,6156275815.02499,-1375339671.11919,6135933052.61447,-869910224.481328,6115549111.28917,-1857634274.3795,6655409127.31562,-1355590093.95088,6634491670.11415,-852015266.820198,6612207578.65114
125234144.474975,6119664109.00665,-1896578579.34878,5702402425.99699,-1394488241.68647,5682502676.18679,-890807338.941824,5663946729.71018,-1875946428.47255,6201517939.72357,-1373499947.66131,6181025111.50325,-867990106.815023,6160490181.43577,-1855683763.27108,6700638486.65429,-1353609451.39893,6679562520.27968,-849981922.058663,6657099540.8457
127068792.821189,6164307980.70331,-1894913031.16319,5747656979.01337,-1392791988.91041,5727615876.45504,-889056818.482657,5708938148.96026,-1874129101.42505,6246759523.64568,-1371646753.92016,6226116618.8956,-866055922.341691,6205430675.50148,-1853720066.77041,6745867212.35061,-1351615403.46777,6724632665.10851,-847934786.206353,6701990571.72463
128916776.481668,6208951302.43983,-1893234290.0864,5792911081.77658,-1391082318.12009,5772728679.84215,-887292476.962475,5753929364.73488,-1872298565.72923,6292000562.84717,-1369780090.06092,6271207570.76829,-864107671.05974,6250370589.2741,-1851743185.08229,6791095300.47174,-1349607950.36926,6769702100.60213,-845873859.452246,6746880667.13793
130778095.291589,6253594070.23326,-1891542356.26936,5838164730.34275,-1389359229.43655,5817841082.33505,-885514314.350738,5798920372.92527,-1870454821.56494,6337241053.38398,-1367899956.24999,6316297963.09809,-862145352.967515,6295309918.54123,-1849753118.4128,6836322747.0849,-1347587092.31644,6814770822.76217,-843799141.985889,6791769822.93534
132652749.084936,6298236280.10072,-1889837229.86435,5883417920.76804,-1387622722.98204,5862953079.92069,-883722330.617447,5843911169.42274,-1868597869.11333,6382480991.31208,-1366006352.65493,6361387791.86185,-860168968.063302,6340248659.09034,-1847749866.96929,6881549548.25747,-1345552829.52355,6859838827.59035,-841710633.997408,6836658034.96643
134540737.694508,6342877928.05936,-1888118911.02492,5928670649.10863,-1385872798.88002,5908064668.58602,-881916525.733145,5888901750.1187,-1866727708.55685,6427720372.68756,-1364099279.44455,6406477053.03646,-858178516.345322,6385186806.70873,-1845733430.9604,6926775700.05689,-1343505162.20605,6904906111.0885,-839608335.677502,6881545299.08052
136442060.951911,6387519010.12641,-1886387399.90591,5973922911.42075,-1384109457.25517,5953175844.31797,-880096899.668913,5933892110.90466,-1864844340.07923,6472959193.56655,-1362178736.78882,6451565742.59887,-856173997.811731,6430124357.18352,-1843703810.59605,6972001198.55075,-1341444090.58055,6949972669.25853,-837492247.217443,6926431611.12673
138356718.687564,6432159522.31911,-1884642696.66348,6019174703.76063,-1382332698.23341,5998286603.10349,-878263452.396373,5978882247.67218,-1862947763.86553,6518197450.00525,-1360244724.85893,6496653856.52606,-854155412.460619,6475061306.30168,-1841661006.08742,7017226039.8067,-1339369614.86489,6995038498.10247,-835362368.809078,6971316966.95394
140284710.730695,6476799460.65477,-1882884801.45506,6064426022.18455,-1380542521.94183,6043396940.92952,-876416183.887683,6023872156.31297,-1861037980.10207,6563435138.05993,-1358297243.82728,6541741390.79508,-852122760.290012,6519997649.85,-1839605017.64701,7062450219.89253,-1337281735.27808,7040103593.62247,-833218700.644828,7016201362.41081
142226036.909344,6521438821.15078,-1881113714.43939,6109676862.74881,-1378738928.50879,6088506853.78298,-874555094.115544,6068861832.71876,-1859114988.9765,6608672253.78694,-1356336293.86744,6586828341.38303,-850076041.297865,6564933383.61511,-1837535845.48855,7107673734.87615,-1335180452.04034,7085167951.82075,-831061242.917687,7061084793.34579
144180697.05036,6566077599.82453,-1879329435.7765,6154927221.50976,-1376921918.06383,6133616337.65083,-872680183.053191,6113851272.78142,-1857178790.67773,6653908793.2427,-1354361875.15422,6631914704.26705,-848015255.482065,6609868503.38346,-1835453489.82709,7152896580.82554,-1333065765.37308,7130231568.69967,-828889995.821221,7105967255.6071
146148690.979406,6610715792.69349,-1877531965.62772,6200177094.52374,-1375091490.73772,6178725388.51999,-870791450.674398,6158840472.39289,-1855229385.396,6699144752.4837,-1352373987.86359,6677000475.42435,-845940402.840429,6654803004.94134,-1833357950.87893,7198118753.80882,-1330937675.49889,7175294440.26166,-826704959.549571,7150848745.04272
148130018.520952,6655353395.77519,-1875721304.15567,6245426477.84717,-1373247646.66246,6223834002.37741,-868888896.953477,6203829427.4452,-1853266773.32283,6744380127.56651,-1350372632.17274,6722085650.83217,-843851483.370701,6699736884.07486,-1831249228.86166,7243340249.89421,-1328796182.64156,7220356562.50928,-824506134.297449,7195729257.50043
150124679.498281,6699990405.08719,-1873897451.52426,6290675367.53646,-1371390385.97124,6268942175.21004,-866972521.865273,6248818133.83048,-1851290954.65103,6789614914.54775,-1348357808.26008,6767170226.46784,-841748497.070555,6744670136.56994,-1829127323.99417,7288561065.15005,-1326641287.02609,7265417931.44519,-822293520.260141,7240608788.82779
152132673.733485,6744626816.64711,-1872060407.89871,6335923759.64808,-1369519708.7985,6314049903.0048,-865042325.385172,6293806587.44092,-1849301929.57473,6834849109.48415,-1346329516.30519,6812254198.30869,-839631443.937589,6789602758.21236,-1826992236.49658,7333781195.64478,-1324472988.87865,7310478543.07215,-820067117.633502,7285487334.87209
154154001.04747,6789262626.47265,-1870210173.44553,6381171650.23854,-1367635615.27987,6359157181.74864,-863098307.48909,6338794784.16881,-1847299698.28933,6880082708.43248,-1344287756.48885,6857337562.33215,-837500323.969327,6834534744.78768,-1824843966.59034,7379000637.44695,-1322291288.42661,7355538393.39303,-817826926.613963,7330364891.48045
156188661.259949,6833897830.58152,-1868346748.3325,6426419035.36434,-1365738105.55222,6404264007.42852,-861140468.153481,6383782719.90653,-1845284260.99154,6925315707.4496,-1342232528.99307,6902420314.51568,-835355137.163217,6879466092.08132,-1822682514.49815,7424219386.62523,-1320096185.89854,7400597478.41081,-815572947.398526,7375241454.49972
158236654.189449,6878532424.99151,-1866470132.72874,6471665911.08206,-1363827179.75363,6449370376.03138,-859168807.355334,6428770390.54654,-1843255617.87937,6970548102.59245,-1340163834.00104,6947502450.83681,-833195883.516627,6924396795.8785,-1820507880.44399,7469437439.2484,-1317887681.5242,7445655794.12856,-813305180.18476,7420117019.77654
160297979.653305,6923166405.72046,-1864580326.80463,6516912273.4483,-1361902838.02338,6494476283.54417,-857183325.07217,6473757791.98141,-1841213769.15212,7015779889.91805,-1338081671.69714,6992583967.2731,-831022563.02685,6969326851.96425,-1818320064.65312,7514654791.38535,-1315665775.53453,7490713336.54949,-811023625.170809,7464991583.15732
162372637.467665,6967799768.78627,-1862677330.73187,6562158118.51967,-1359965080.50201,6539581725.95384,-855184021.282044,6518744920.10375,-1839158715.01037,7061011065.48346,-1335986042.26697,7037664859.8022,-828835175.691097,7014256256.12344,-1816119067.35209,7559871439.10509,-1313430468.16168,7535770101.67689,-808728282.555389,7509865140.48824
164460627.447488,7012432510.20688,-1860761144.68343,6607403442.35286,-1358013907.33123,6584686699.24736,-853170895.963544,6563731770.80629,-1837090455.65603,7106241625.34586,-1333876945.89733,7082745124.40179,-826633721.506498,7059185004.14074,-1813904888.76872,7605087378.47674,-1311181759.63899,7580826085.51416,-806419152.537782,7554737687.61525
166561949.406541,7057064626.00031,-1858831768.83359,6652648241.00457,-1356049318.65401,6629791199.41168,-851143949.09579,6608718339.98183,-1835008991.29228,7151471565.56249,-1331754382.7762,7127824757.0496,-824418200.470101,7104113091.80064,-1811677529.13209,7650302605.56954,-1308919650.20098,7625881284.06483,-804096235.317845,7599609220.38408
168676603.157405,7101696112.1846,-1856889203.35793,6697892510.53152,-1354071314.61451,6674895222.43378,-849103180.658434,6653704623.52326,-1832914322.1236,7196700882.19067,-1329618353.09279,7172903753.72345,-822188612.57887,7149040514.88745,-1809436988.6726,7695517116.45283,-1306644140.08337,7670935693.33251,-801759531.096002,7644479734.6402
170804588.51147,7146326964.77787,-1854933448.43331,6743136246.99051,-1352079895.35812,6719998764.30063,-847048590.631658,6698690617.32355,-1830806448.35578,7241929571.28778,-1327468857.03748,7217982110.40118,-819944957.829684,7193967269.18527,-1807183267.62188,7740730907.19607,-1304355229.52307,7715989309.32094,-799409040.073249,7689349226.22889
172945905.278939,7190957179.79831,-1852964504.2379,6788379446.43834,-1350075061.03145,6765101820.9992,-844980178.996178,6743676317.27576,-1828685370.19589,7287157628.9113,-1325305894.80188,7263059823.06071,-817687236.219335,7238893350.47804,-1804916366.21287,7785943973.86886,-1302052918.7582,7761042128.03396,-797044762.451148,7734217690.99516
175100553.268825,7235586753.26413,-1850982370.95116,6833622104.93186,-1348056811.78233,6810204388.51647,-842897945.733235,6788661719.27302,-1826551087.8523,7332385051.1188,-1323129466.57878,7308136887.68,-815415447.74453,7283818754.54948,-1802636284.67979,7831156312.54088,-1299737208.02804,7806094145.47552,-794666698.431834,7779085124.7838
177268532.288949,7280215681.19363,-1848987048.75384,6878864218.52797,-1346025147.7598,6855306462.83945,-840801890.824605,6833646819.20855,-1824403601.53468,7377611833.9679,-1320939572.56216,7353213300.23709,-813129592.401885,7328743477.18315,-1800343023.25811,7876367919.28194,-1297408097.57308,7851145357.64968,-792274848.218009,7823951523.43938
179449842.145949,7324843959.60515,-1846978537.828,6924105783.2836,-1343980069.11412,6900408039.95511,-838692014.25259,6878631612.97565,-1822242911.45398,7422837973.5163,-1318736212.94724,7398289056.71005,-810829670.187926,7373667514.16238,-1798036582.1846,7921578790.16199,-1295065587.635,7896195760.56062,-789869212.012944,7868816882.80621
181644482.645268,7369471584.5171,-1844956838.35697,6969346795.25571,-1341921575.99678,6945509115.85047,-836568316.00002,6923616096.46771,-1820069017.82248,7468063465.82182,-1316519387.9304,7443364153.07703,-808515681.099087,7418590861.27034,-1795716961.6973,7966788921.25107,-1292709678.45668,7941245350.21262,-787449790.020478,7913681198.72839
183852453.591164,7414098551.94792,-1842921950.52541,7014587250.50132,-1339849668.56049,6990609686.51253,-834430796.050255,6968600265.57819,-1817881920.85373,7513288306.94232,-1314289097.70925,7488438585.31623,-806187625.131711,7463513514.28997,-1793384162.03554,8011998308.61934,-1290340370.28217,7986294122.61007,-785016582.445018,7958544467.04976
186073754.786704,7458724857.91615,-1840873874.51923,7059827145.07747,-1337764346.95915,7035709747.92831,-832279454.38718,7013584116.20063,-1815681620.76257,7558512492.93575,-1312045342.48257,7533512349.40592,-803845502.282045,7508435469.00404,-1791038183.4399,8057206948.33708,-1287957663.35674,8031342073.75748,-782569589.491539,8003406683.61395
188308386.033768,7503350498.44036,-1838812610.52569,7105066475.04125,-1335665611.34791,7080809296.08483,-830114290.995209,7058567644.22867,-1813468117.76514,7603736019.86016,-1309788122.45037,7578585441.32441,-801489312.546244,7553356721.19512,-1788679026.15226,8102414836.47472,-1285561557.92682,8076389199.65946,-780108811.365583,8048267844.26432
190556347.133044,7547975469.53919,-1836738158.7333,7150305236.4498,-1333553461.88314,7125908326.96913,-827935305.859283,7103550845.55601,-1811241412.0789,7648958883.77368,-1307517437.81384,7623657857.05009,-799119055.920361,7598277266.64555,-1786306690.41577,8147621969.10276,-1283152054.24006,8121435496.32075,-777634248.27326,8093127944.84403
192817637.884034,7592599767.23133,-1834650519.33188,7195543425.36029,-1331427898.7224,7171006836.56825,-825742498.964864,7148533716.07643,-1809001503.92257,7694181080.73448,-1305233288.77537,7668729592.56139,-796734732.400354,7643197101.1375,-1783921176.47486,8192828342.29185,-1280729152.54529,8166480959.74619,-775145900.421246,8137986981.19597
195092258.08505,7637223387.53555,-1832549692.51256,7240781037.82993,-1329288922.0245,7216104820.86923,-823535870.297945,7193516251.6838,-1806748393.51619,7739402606.80088,-1302935675.53858,7713800643.83682,-794336341.982081,7688116220.45292,-1781522484.57523,8238033952.11275,-1278292853.09252,8211525585.94073,-772643768.016784,8182844949.16281
197380207.533216,7681846326.47066,-1830435678.46775,7286018069.91599,-1327136531.94946,7261202275.85915,-821315419.845039,7238498448.27206,-1804482081.08109,7784623458.03124,-1300624598.30825,7758871006.85494,-791923884.661299,7733034620.37357,-1779110614.96386,8283238794.63635,-1275843156.13296,8256569370.90944,-770127851.267682,8227701844.58697
199681486.024464,7726468580.05553,-1828308477.39115,7331254517.67577,-1324970728.65851,7306299197.52506,-819081147.593185,7283480301.73524,-1802202566.83988,7829843630.48401,-1298300057.29038,7803940677.59436,-789497360.433662,7777952296.68099,-1776685567.88901,8328442865.93365,-1273380061.91902,8301612310.6575,-767598150.382317,8272557663.31063
201996093.353541,7771090144.30912,-1826168089.47777,7376490377.1666,-1322791512.3141,7351395581.85404,-816833053.529947,7328461807.96743,-1799909851.01649,7875063120.21774,-1295962052.69217,7849009652.03378,-787056769.29472,7822869245.15651,-1774247343.60021,8373646162.07579,-1270903570.70429,8346654401.19022,-765054665.569628,8317412401.17573
204324029.314003,7815711015.25041,-1824014514.92391,7421725644.4459,-1320598883.07992,7396491424.8332,-814571137.643408,7373442962.86281,-1797603933.83612,7920281923.29106,-1293610584.72201,7894077926.15194,-784602111.239919,7867785461.58127,-1771795942.34828,8418848679.13401,-1268413682.74355,8391695638.51299,-762497397.039121,8362266054.02397
206665293.698219,7860331188.89848,-1821847753.92716,7466960315.57108,-1318392841.12086,7441586722.44962,-812295399.922177,7418423762.31565,-1795284815.52528,7965500035.76266,-1291245653.58951,7939145495.92764,-782133386.264599,7912700941.73618,-1769331364.3853,8464050413.17969,-1265910398.29278,8436736018.63134,-759926345.000866,8407118617.69681
209019886.297366,7904950661.27244,-1819667806.68642,7512194386.59964,-1316173386.60303,7486681470.69042,-810005840.355382,7463404202.22026,-1792952496.31179,8010717453.69137,-1288867259.50546,7984212357.33977,-779650594.36399,7957615681.40194,-1766853609.96464,8509251360.28432,-1263393717.60914,8481775537.55092,-757341509.665499,8451970088.03546
211387806.901436,7949569428.39149,-1817474673.40188,7557427853.5891,-1313940519.69378,7531775665.54273,-807702458.932673,7508384278.47107,-1790606976.42472,8055934173.13606,-1286475402.68187,8029278506.36725,-777153735.533213,8002529676.35906,-1764362679.34093,8554451516.51952,-1260863640.95099,8526814191.27747,-754742891.244218,8496820460.88089
213769055.29923,7994187486.27488,-1815268354.275,7602660712.59702,-1311694240.56165,7576869302.99367,-805385255.644222,7553363986.96255,-1788248256.09449,8101150190.1557,-1284070083.33192,8074343938.98909,-774642809.767278,8047442922.3878,-1761858572.77009,8599650877.95704,-1258320168.57787,8571851975.81686,-752130489.948789,8541669732.07381
216163631.278361,8038804830.94191,-1813048849.50857,7647892959.68104,-1309434549.37642,7621962379.03041,-803054230.480718,7598343323.58927,-1785876335.55276,8146365500.80935,-1281651301.67001,8119408651.18433,-772117817.061083,8092355415.26824,-1759341290.50931,8644849440.66873,-1255763300.75051,8616888887.1751,-749504305.991536,8586517897.45472
218571534.625252,8083421458.41197,-1810816159.30667,7693124590.89882,-1307161446.30909,7667054889.64009,-800709383.433371,7643322284.24586,-1783491215.03254,8191580101.15618,-1279219057.91175,8164472638.93212,-769578757.409414,8137267150.78021,-1756810832.81707,8690047200.72661,-1253193037.73085,8661924921.35826,-746864339.585352,8631364952.86384
220992765.12514,8128037364.7045,-1808570283.87466,7738355602.30808,-1304874931.53187,7712146830.8099,-798350714.493911,7688300864.82704,-1781092894.76809,8236793987.2554,-1276773352.27393,8209535898.21164,-767025630.806937,8182178124.70335,-1754267199.95309,8735244154.20278,-1250609379.782,8706960074.37258,-744210590.943688,8676210894.14115
223427322.56207,8172652545.83899,-1806311223.4192,7783585989.96658,-1302575005.2182,7757238198.52702,-795978223.654582,7733279061.22758,-1778681374.99498,8282007155.16636,-1274314184.97455,8254598425.00214,-764458437.248206,8227088332.81705,-1751710392.17841,8780440297.1695,-1248012327.16827,8751994342.22439,-741543060.280561,8721055717.12639
225875206.718901,8217266997.83503,-1804038978.14825,7828815749.93213,-1300261667.54273,7802328988.77865,-793591910.908151,7778256869.34236,-1776256655.95009,8327219600.94847,-1271841556.23281,8299660215.28294,-761877176.727653,8271997770.90051,-1749140409.75532,8825635625.69912,-1245401880.15515,8797027720.92015,-738861747.810548,8765899417.65905
228336417.377303,8261880716.71225,-1801753548.27107,7874044878.2626,-1297934918.68134,7847419197.55201,-791191776.247897,7823234285.0663,-1773818737.87157,8372431320.66123,-1269355466.2691,8344721265.03342,-759281849.239592,8316906434.73269,-1746557252.94738,8870830135.86416,-1242778039.00932,8842060206.46642,-736166653.74879,8810741991.57836
230810954.317756,8306493698.49034,-1799454933.99821,7919273371.0159,-1295594758.81113,7892508820.83432,-788777819.667618,7868211304.29441,-1771367620.99889,8417642310.36426,-1266855915.30502,8389781570.23305,-756672454.778216,8361814320.09232,-1743960922.01945,8916023823.73723,-1240140803.99867,8887091794.8699,-733457778.310988,8855583434.72332
233298817.319552,8351105939.18908,-1797143135.54152,7964501224.25,-1293241188.1104,7937597854.61285,-786350041.161627,7913187922.92177,-1768903305.57278,8462852566.11724,-1264342903.56337,8434841126.86133,-754048993.337594,8406721422.75791,-1741351417.23764,8961216685.3911,-1237490175.39226,8932122482.13738,-730735121.713405,8900423742.93267
235800006.160795,8395717434.82829,-1794818153.11413,8009728434.0229,-1290874206.75871,7982686294.87483,-783908440.724752,7958164136.84354,-1766425791.83531,8508062083.97995,-1261816431.26814,8479899930.89785,-751411464.911671,8451627738.50774,-1738728738.86935,9006408716.89863,-1234826153.46033,8977152264.27579,-727998684.172864,8945262912.0449
238314520.618401,8440328181.42787,-1792479986.93048,8054954996.39268,-1288493814.93681,8027774137.60756,-781453018.352335,8003139941.95493,-1763935080.02979,8553270860.01226,-1259276498.64454,8524957978.32226,-748759869.494266,8496533263.11988,-1736092887.18326,9051599914.33285,-1232148738.47435,9022181137.2922,-725248465.906749,8990100937.89822
240842360.468095,8484938175.0078,-1790128637.2063,8100180907.41745,-1286100012.82668,8072861378.79832,-778983774.040233,8048115334.15125,-1761431170.40088,8598478890.27415,-1256723105.91896,8570015265.11428,-746094207.079069,8541437992.37214,-1733443862.4493,9096790273.7669,-1229457930.70693,9067209097.19375,-722484467.133003,9034937816.33063
243383525.484416,8529547411.58809,-1787764104.15863,8145406163.15537,-1283692800.61151,8117948014.43443,-776500707.784814,8093090309.32786,-1758914063.1945,8643686170.82568,-1254156253.31899,8615071787.25369,-743414477.659644,8586341922.04211,-1730781664.93871,9141979791.27403,-1226753730.4319,9112236139.98773,-719706688.070133,9079773543.17986
245938015.440713,8574155887.18886,-1785386388.00578,8190630759.66468,-1281272178.47573,8163034040.50321,-774003819.582961,8138064863.3802,-1756383758.65786,8688892697.727,-1251575941.07344,8660127540.72034,-740720681.22942,8631245047.90716,-1728106294.92397,9187168462.92765,-1224036137.92428,9157262261.68155,-716915128.937199,9124608114.28338
248505830.109148,8618763597.83027,-1782995488.96738,8235854693.00365,-1278838146.60498,8208119452.992,-771493109.432068,8183038992.20379,-1753840257.0395,8734098467.03835,-1248982169.41229,8705182521.49417,-738012817.781699,8676147365.74441,-1725417752.67886,9232356284.80129,-1221305153.46026,9202287458.28273,-714109789.953825,9169441525.47841
251086969.260692,8663370539.53254,-1780591407.26434,8281077959.2306,-1276390705.18611,8253204247.88817,-768968577.330039,8228012691.69419,-1751283558.58921,8779303474.8201,-1246374938.56674,8750236725.55516,-735290887.309645,8721048871.33074,-1722716038.47842,9277543252.96862,-1218560777.31723,9247311725.79892,-711290671.340191,9214273772.60191
253681432.665131,8707976708.316,-1778174143.11887,8326300554.40393,-1273929854.40723,8298288421.17909,-766430223.275291,8272985957.74707,-1748713663.55811,8824507717.13267,-1243754248.76919,8795290148.88336,-732554889.806288,8765949560.44281,-1720001152.59897,9322729363.50341,-1215803009.77378,9292335060.23788,-708457773.317036,9259104851.49059
256289220.09106,8752582100.20101,-1775743696.75448,8371522474.58207,-1271455594.45761,8343371968.85217,-763878047.266748,8317958786.25813,-1746130572.19859,8869711190.03659,-1241120100.25324,8840342787.45891,-729804825.264519,8810849428.85702,-1717273095.31811,9367914612.47961,-1213031851.10966,9337357457.60749,-705611096.105658,9303934757.9809
258910331.305886,8797186711.20801,-1773300068.39596,8416743715.82351,-1268967925.52781,8388454886.89482,-761312049.303846,8362931173.12317,-1743534284.76434,8914913889.59252,-1238472493.25367,8885394637.26201,-727040693.677094,8855748472.34954,-1714531866.91471,9413098995.97125,-1210247301.60584,9382378913.91579,-702750639.927912,9348763487.90902
261544766.075828,8841790537.35753,-1770843258.26942,8461964274.18681,-1266466847.80955,8433537171.29447,-758732229.386529,8407903114.23804,-1740924801.51036,8960115811.86116,-1235811428.00648,8930445694.27292,-724262495.036625,8900646686.69631,-1711777467.66891,9458282510.05255,-1207449361.54445,9427399425.17089,-699876405.006208,9393591037.11089
264192524.165918,8886393574.67014,-1768373266.60224,8507184145.73057,-1263952361.49581,8478618818.03859,-756138587.515248,8452874605.49866,-1738302122.69293,9005316952.90335,-1233136904.74888,8975495954.47198,-721470229.335584,8945544067.67299,-1709009897.86213,9503465150.79782,-1204638031.20884,9472418987.38105,-696988391.563516,9438417401.42218
266853605.339997,8930995819.16648,-1765890093.62312,8552403326.51346,-1261424466.78077,8523699823.11464,-753531123.690963,8497845642.80104,-1735666248.56961,9050517308.78,-1230448923.71923,9020545413.83961,-718663896.566298,8990440611.05504,-1706229157.77705,9548646914.2815,-1201813310.88351,9517437596.55464,-694086599.823359,9483242576.6783
269528009.360719,8975597266.86729,-1763393739.56205,8597621812.59419,-1258883163.85985,8568780182.51012,-750909837.915139,8542816222.04122,-1733017179.39928,9095716875.55215,-1227747485.15716,9065594068.35629,-715843496.720949,9035336312.61763,-1703435247.69765,9593827796.5782,-1198975200.85419,9562455248.70017,-691171030.00982,9528066558.71441
272215735.98955,9020197913.79336,-1760884204.65028,8642839600.03156,-1256328452.92968,8613859892.21256,-748274730.189749,8587786339.11534,-1730354915.4421,9140915649.28091,-1225032589.30343,9110641914.00257,-713009029.791573,9080231168.13572,-1700628167.90916,9639007793.76264,-1196123701.40777,9607471939.82626,-688241682.347534,9572889343.36539
274916784.986768,9064797755.96555,-1758361489.12042,8688056684.88439,-1253760334.18811,8658938948.20947,-745625800.517268,8632755989.91959,-1727679456.95953,9186113626.0275,-1222304236.40005,9155688946.75907,-710160495.770056,9125125173.38399,-1697807918.6981,9684186901.90969,-1193258812.83232,9652487665.94165,-685298557.061693,9617710926.46586
277631156.111462,9109396789.40481,-1755825593.20632,8733273063.21158,-1251178807.83422,8704017346.48844,-742963048.90068,8677725170.35022,-1724990804.21431,9231310801.85324,-1219562426.69021,9200735162.60649,-707297894.648133,9170018324.1369,-1694974500.35225,9729365117.09433,-1190380535.41714,9697502423.05523,-682341654.378042,9662531303.8502
280358849.121532,9153995010.13214,-1753276517.14315,8778488731.07208,-1248583874.06831,8749095083.03703,-740286475.343471,8722693876.30356,-1722288957.47049,9276507172.81955,-1216807160.4183,9245780557.5256,-704421226.417389,9214910616.16861,-1692127913.16067,9774542435.3917,-1187488869.45267,9742516207.17598,-679370974.522884,9707350471.3525
283099863.773692,9198592414.16862,-1750714261.16737,8823703684.52492,-1245975533.09189,8794172153.84286,-737596079.84963,8767662103.676,-1719573916.99341,9321702734.98795,-1214038437.82991,9290825127.49725,-701530491.069252,9259802045.25308,-1689268157.4137,9819718852.87707,-1184583815.23057,9787529014.31303,-676386517.723071,9752168424.80659
285854199.823466,9243188997.53541,-1748138825.51674,8868917919.62916,-1243353785.1077,8839248554.89355,-734891862.423648,8812629848.364,-1716845683.0497,9366897484.42006,-1211256259.17183,9335868868.50235,-698625688.594998,9304692607.16397,-1686395233.40293,9864894365.62585,-1181665373.04368,9832540840.47563,-673388284.206012,9796985160.04602
288621857.025191,9287784756.25373,-1745550210.43032,8914131432.44396,-1240718630.3197,8884324282.17674,-732173823.070521,8857597106.26408,-1714104255.90727,9412091417.17762,-1208460624.69204,9380911776.52189,-695706818.985742,9349582297.6747,-1683509141.42126,9910068969.71358,-1178733543.18601,9877551681.67314,-670376274.19967,9841800672.90413
291402835.132015,9332379686.34489,-1742948416.14845,8959344219.02849,-1238070068.93309,8929399331.6801,-729441961.795744,8902563873.27282,-1711349635.83535,9457284529.32243,-1205651534.63975,9425953847.53693,-692773882.232443,9394471112.55844,-1680609881.76284,9955242661.21594,-1175788325.95278,9922561533.91507,-667350487.932557,9886614959.21391
294197133.895898,9376973783.83025,-1740333442.91277,9004556275.44203,-1235408101.15426,8974473699.39133,-726696278.605312,8947530145.28687,-1708581823.10445,9502476816.91643,-1202828989.26532,9470995077.52862,-689826878.325896,9439359047.58807,-1677697454.72308,10000415436.2087,-1172829721.64039,9967570393.21104,-664310925.633739,9931428014.80817
297004753.067612,9421567044.73128,-1737705290.96624,9049767597.74389,-1232732727.19084,9019547381.29816,-723936773.505722,8992495918.20294,-1705800817.98637,9547668276.02165,-1199992988.82036,9516035462.47815,-686865807.256735,9484246098.53626,-1674771860.5987,10045587290.768,-1169857730.54643,10012578255.5708,-661257587.532835,9976239835.51938
299825692.396742,9466159465.0695,-1735063960.55307,9094978181.99347,-1230043947.25169,9064620373.38832,-721163446.50397,9037461187.91779,-1703006620.75421,9592858902.70023,-1197143533.55765,9561074998.36683,-683890669.015431,9529132261.17536,-1671833099.68765,10090758220.9697,-1166872352.96966,10057585117.0042,-658190473.860015,10021050417.1798
302659951.631683,9510751040.86651,-1732409451.9188,9140188024.2502,-1227341761.54688,9109692671.6496,-718376297.607549,9082425950.32827,-1700199231.68235,9638048693.0144,-1194280623.73118,9606113681.17602,-680901463.592285,9574017531.27748,-1668881172.28919,10135928222.8902,-1163873589.21005,10102590973.5213,-655109584.845998,10065859755.6213
305507530.519643,9555341768.14397,-1729741765.31027,9185397120.57361,-1224626170.2877,9154764272.06978,-715575326.824451,9127390201.33128,-1697378651.04648,9683237643.0265,-1191404259.59613,9651151506.88716,-677898190.977434,9618901904.61447,-1665916078.70383,10181097292.6058,-1160861439.56875,10147595821.1323,-652014920.722057,10110667846.6756
